date,county,cholera_cases
2016-05-18,Meru,13
2016-05-19,Meru,0
2016-05-20,Meru,16
2016-05-21,Meru,15
2016-05-22,Meru,1
2016-05-23,Meru,1
2016-05-24,Meru,13
2016-05-25,Meru,2
2016-05-26,Meru,17
2016-05-27,Meru,2
2016-05-28,Meru,13
2016-05-29,Meru,1
2016-05-30,Meru,2
2016-05-31,Meru,12
2016-06-01,Meru,2
2016-06-02,Meru,0
2016-06-03,Meru,2
2016-06-04,Meru,0
2016-06-05,Meru,2
2016-06-06,Meru,0
2016-06-07,Meru,2
2016-06-08,Meru,0
2016-06-09,Meru,1
2016-06-10,Meru,2
2016-06-11,Meru,1
2016-06-12,Meru,1
2016-06-13,Meru,2
2016-06-14,Meru,2
2016-06-15,Meru,0
2016-06-16,Meru,1
2016-06-17,Meru,1
2016-06-18,Meru,1
2016-06-19,Meru,1
2016-06-20,Meru,0
2016-06-21,Meru,2
2016-06-22,Meru,2
2016-06-23,Meru,2
2016-06-24,Meru,2
2016-06-25,Meru,0
2016-06-26,Meru,1
2016-06-27,Meru,1
2016-06-28,Meru,0
2016-06-29,Meru,1
2016-06-30,Meru,1
2016-07-01,Meru,1
2016-07-02,Meru,0
2016-07-03,Meru,1
2016-07-04,Meru,2
2016-07-05,Meru,1
2016-07-06,Meru,0
2016-07-07,Meru,2
2016-07-08,Meru,1
2016-07-09,Meru,0
2016-07-10,Meru,2
2016-07-11,Meru,1
2016-07-12,Meru,2
2016-07-13,Meru,0
2016-07-14,Meru,1
2016-07-15,Meru,0
2016-07-16,Meru,0
2016-07-17,Meru,0
2016-07-18,Meru,1
2016-07-19,Meru,1
2016-07-20,Meru,1
2016-07-21,Meru,2
2016-07-22,Meru,0
2016-07-23,Meru,1
2016-07-24,Meru,1
2016-07-25,Meru,0
2016-07-26,Meru,2
2016-07-27,Meru,1
2016-07-28,Meru,1
2016-07-29,Meru,0
2016-07-30,Meru,0
2016-07-31,Meru,0
2016-08-01,Meru,1
2016-08-02,Meru,1
2016-08-03,Meru,1
2016-08-04,Meru,0
2016-08-05,Meru,1
2016-08-06,Meru,1
2016-08-07,Meru,0
2016-08-08,Meru,2
2016-08-09,Meru,0
2016-08-10,Meru,0
2016-08-11,Meru,2
2016-08-12,Meru,0
2016-08-13,Meru,2
2016-08-14,Meru,2
2016-08-15,Meru,2
2016-08-16,Meru,1
2016-08-17,Meru,2
2016-08-18,Meru,1
2016-08-19,Meru,2
2016-08-20,Meru,2
2016-08-21,Meru,1
2016-08-22,Meru,2
2016-08-23,Meru,1
2016-08-24,Meru,1
2016-08-25,Meru,1
2016-08-26,Meru,2
2016-08-27,Meru,0
2016-08-28,Meru,0
2016-08-29,Meru,0
2016-08-30,Meru,0
2016-08-31,Meru,0
2016-09-01,Meru,0
2016-09-02,Meru,0
2016-09-03,Meru,2
2016-09-04,Meru,1
2016-09-05,Meru,0
2016-09-06,Meru,0
2016-09-07,Meru,1
2016-09-08,Meru,0
2016-09-09,Meru,1
2016-09-10,Meru,0
2016-09-11,Meru,0
2016-09-12,Meru,2
2016-09-13,Meru,1
2016-09-14,Meru,1
2016-09-15,Meru,2
2016-09-16,Meru,1
2016-09-17,Meru,2
2016-09-18,Meru,0
2016-09-19,Meru,0
2016-09-20,Meru,2
2016-09-21,Meru,2
2016-09-22,Meru,0
2016-09-23,Meru,0
2016-09-24,Meru,1
2016-09-25,Meru,2
2016-09-26,Meru,2
2016-09-27,Meru,2
2016-09-28,Meru,0
2016-09-29,Meru,0
2016-09-30,Meru,1
2016-10-01,Meru,2
2015-01-01,Tharaka Nithi,0
2015-01-02,Tharaka Nithi,1
2015-01-03,Tharaka Nithi,0
2015-01-04,Tharaka Nithi,0
2015-01-05,Tharaka Nithi,2
2015-01-06,Tharaka Nithi,0
2015-01-07,Tharaka Nithi,0
2015-01-08,Tharaka Nithi,1
2015-01-09,Tharaka Nithi,2
2015-01-10,Tharaka Nithi,2
2015-01-11,Tharaka Nithi,2
2015-01-12,Tharaka Nithi,1
2015-01-13,Tharaka Nithi,2
2015-01-14,Tharaka Nithi,1
2015-01-15,Tharaka Nithi,0
2015-01-16,Tharaka Nithi,2
2015-01-17,Tharaka Nithi,0
2015-01-18,Tharaka Nithi,0
2015-01-19,Tharaka Nithi,2
2015-01-20,Tharaka Nithi,2
2015-01-21,Tharaka Nithi,0
2015-01-22,Tharaka Nithi,0
2015-01-23,Tharaka Nithi,0
2015-01-24,Tharaka Nithi,2
2015-01-25,Tharaka Nithi,1
2015-01-26,Tharaka Nithi,2
2015-01-27,Tharaka Nithi,2
2015-01-28,Tharaka Nithi,0
2015-01-29,Tharaka Nithi,0
2015-01-30,Tharaka Nithi,2
2015-01-31,Tharaka Nithi,2
2015-02-01,Tharaka Nithi,1
2015-02-02,Tharaka Nithi,1
2015-02-03,Tharaka Nithi,1
2015-02-04,Tharaka Nithi,0
2015-02-05,Tharaka Nithi,2
2015-02-06,Tharaka Nithi,0
2015-02-07,Tharaka Nithi,1
2015-02-08,Tharaka Nithi,1
2015-02-09,Tharaka Nithi,2
2015-02-10,Tharaka Nithi,1
2015-02-11,Tharaka Nithi,2
2015-02-12,Tharaka Nithi,0
2015-02-13,Tharaka Nithi,1
2015-02-14,Tharaka Nithi,1
2015-02-15,Tharaka Nithi,2
2015-02-16,Tharaka Nithi,1
2015-02-17,Tharaka Nithi,1
2015-02-18,Tharaka Nithi,0
2015-02-19,Tharaka Nithi,1
2015-02-20,Tharaka Nithi,0
2015-02-21,Tharaka Nithi,1
2015-02-22,Tharaka Nithi,2
2015-02-23,Tharaka Nithi,2
2015-02-24,Tharaka Nithi,1
2015-02-25,Tharaka Nithi,1
2015-02-26,Tharaka Nithi,0
2015-02-27,Tharaka Nithi,0
2015-02-28,Tharaka Nithi,1
2015-03-01,Tharaka Nithi,4
2015-03-02,Tharaka Nithi,1
2015-03-03,Tharaka Nithi,19
2015-03-04,Tharaka Nithi,20
2015-03-05,Tharaka Nithi,20
2015-03-06,Tharaka Nithi,2
2015-03-07,Tharaka Nithi,1
2015-03-08,Tharaka Nithi,21
2015-03-09,Tharaka Nithi,2
2015-03-10,Tharaka Nithi,9
2015-03-11,Tharaka Nithi,2
2015-03-12,Tharaka Nithi,16
2015-03-13,Tharaka Nithi,0
2015-03-14,Tharaka Nithi,15
2015-03-15,Tharaka Nithi,1
2015-03-16,Tharaka Nithi,2
2015-03-17,Tharaka Nithi,1
2015-03-18,Tharaka Nithi,27
2015-03-19,Tharaka Nithi,9
2015-03-20,Tharaka Nithi,1
2015-03-21,Tharaka Nithi,16
2015-03-22,Tharaka Nithi,12
2015-03-23,Tharaka Nithi,2
2015-03-24,Tharaka Nithi,11
2015-03-25,Tharaka Nithi,8
2015-03-26,Tharaka Nithi,2
2015-03-27,Tharaka Nithi,1
2015-03-28,Tharaka Nithi,1
2015-03-29,Tharaka Nithi,1
2015-03-30,Tharaka Nithi,4
2015-03-31,Tharaka Nithi,13
2015-04-01,Tharaka Nithi,0
2015-04-02,Tharaka Nithi,0
2015-04-03,Tharaka Nithi,9
2015-04-04,Tharaka Nithi,2
2015-04-05,Tharaka Nithi,3
2015-04-06,Tharaka Nithi,19
2015-04-07,Tharaka Nithi,25
2015-04-08,Tharaka Nithi,18
2015-04-09,Tharaka Nithi,11
2015-04-10,Tharaka Nithi,2
2015-04-11,Tharaka Nithi,2
2015-04-12,Tharaka Nithi,15
2015-04-13,Tharaka Nithi,23
2015-04-14,Tharaka Nithi,0
2015-04-15,Tharaka Nithi,13
2015-04-16,Tharaka Nithi,0
2015-04-17,Tharaka Nithi,16
2015-04-18,Tharaka Nithi,2
2015-04-19,Tharaka Nithi,8
2015-04-20,Tharaka Nithi,0
2015-04-21,Tharaka Nithi,2
2015-04-22,Tharaka Nithi,15
2015-04-23,Tharaka Nithi,11
2015-04-24,Tharaka Nithi,4
2015-04-25,Tharaka Nithi,13
2015-04-26,Tharaka Nithi,2
2015-04-27,Tharaka Nithi,13
2015-04-28,Tharaka Nithi,12
2015-04-29,Tharaka Nithi,11
2015-04-30,Tharaka Nithi,9
2015-05-01,Tharaka Nithi,1
2015-05-02,Tharaka Nithi,15
2015-05-03,Tharaka Nithi,12
2015-05-04,Tharaka Nithi,18
2015-05-05,Tharaka Nithi,13
2015-05-06,Tharaka Nithi,7
2015-05-07,Tharaka Nithi,1
2015-05-08,Tharaka Nithi,0
2015-05-09,Tharaka Nithi,2
2015-05-10,Tharaka Nithi,5
2015-05-11,Tharaka Nithi,2
2015-05-12,Tharaka Nithi,16
2015-05-13,Tharaka Nithi,15
2015-05-14,Tharaka Nithi,2
2015-05-15,Tharaka Nithi,7
2015-05-16,Tharaka Nithi,1
2015-05-17,Tharaka Nithi,10
2015-05-18,Tharaka Nithi,2
2015-05-19,Tharaka Nithi,1
2015-05-20,Tharaka Nithi,0
2015-05-21,Tharaka Nithi,2
2015-05-22,Tharaka Nithi,10
2015-05-23,Tharaka Nithi,2
2015-05-24,Tharaka Nithi,2
2015-05-25,Tharaka Nithi,1
2015-05-26,Tharaka Nithi,15
2015-05-27,Tharaka Nithi,1
2015-05-28,Tharaka Nithi,1
2015-05-29,Tharaka Nithi,15
2015-05-30,Tharaka Nithi,13
2015-05-31,Tharaka Nithi,17
2015-06-01,Tharaka Nithi,2
2015-06-02,Tharaka Nithi,1
2015-06-03,Tharaka Nithi,1
2015-06-04,Tharaka Nithi,0
2015-06-05,Tharaka Nithi,1
2015-06-06,Tharaka Nithi,0
2015-06-07,Tharaka Nithi,1
2015-06-08,Tharaka Nithi,1
2015-06-09,Tharaka Nithi,2
2015-06-10,Tharaka Nithi,0
2015-06-11,Tharaka Nithi,1
2015-06-12,Tharaka Nithi,0
2015-06-13,Tharaka Nithi,0
2015-06-14,Tharaka Nithi,2
2015-06-15,Tharaka Nithi,1
2015-06-16,Tharaka Nithi,0
2015-06-17,Tharaka Nithi,2
2015-06-18,Tharaka Nithi,2
2015-06-19,Tharaka Nithi,0
2015-06-20,Tharaka Nithi,2
2015-06-21,Tharaka Nithi,2
2015-06-22,Tharaka Nithi,2
2015-06-23,Tharaka Nithi,2
2015-06-24,Tharaka Nithi,2
2015-06-25,Tharaka Nithi,1
2015-06-26,Tharaka Nithi,2
2015-06-27,Tharaka Nithi,1
2015-06-28,Tharaka Nithi,2
2015-06-29,Tharaka Nithi,1
2015-06-30,Tharaka Nithi,2
2015-07-01,Tharaka Nithi,0
2015-07-02,Tharaka Nithi,2
2015-07-03,Tharaka Nithi,0
2015-07-04,Tharaka Nithi,2
2015-07-05,Tharaka Nithi,2
2015-07-06,Tharaka Nithi,2
2015-07-07,Tharaka Nithi,1
2015-07-08,Tharaka Nithi,0
2015-07-09,Tharaka Nithi,1
2015-07-10,Tharaka Nithi,1
2015-07-11,Tharaka Nithi,2
2015-07-12,Tharaka Nithi,0
2015-07-13,Tharaka Nithi,1
2015-07-14,Tharaka Nithi,1
2015-07-15,Tharaka Nithi,0
2015-07-16,Tharaka Nithi,0
2015-07-17,Tharaka Nithi,2
2015-07-18,Tharaka Nithi,0
2015-07-19,Tharaka Nithi,2
2015-07-20,Tharaka Nithi,1
2015-07-21,Tharaka Nithi,0
2015-07-22,Tharaka Nithi,0
2015-07-23,Tharaka Nithi,0
2015-07-24,Tharaka Nithi,0
2015-07-25,Tharaka Nithi,1
2015-07-26,Tharaka Nithi,0
2015-07-27,Tharaka Nithi,0
2015-07-28,Tharaka Nithi,0
2015-07-29,Tharaka Nithi,2
2015-07-30,Tharaka Nithi,2
2015-07-31,Tharaka Nithi,2
2015-08-01,Tharaka Nithi,1
2015-08-02,Tharaka Nithi,0
2015-08-03,Tharaka Nithi,1
2015-08-04,Tharaka Nithi,2
2015-08-05,Tharaka Nithi,0
2015-08-06,Tharaka Nithi,2
2015-08-07,Tharaka Nithi,2
2015-08-08,Tharaka Nithi,2
2015-08-09,Tharaka Nithi,2
2015-08-10,Tharaka Nithi,0
2015-08-11,Tharaka Nithi,0
2015-08-12,Tharaka Nithi,0
2015-08-13,Tharaka Nithi,0
2015-08-14,Tharaka Nithi,1
2015-08-15,Tharaka Nithi,2
2015-08-16,Tharaka Nithi,0
2015-08-17,Tharaka Nithi,2
2015-08-18,Tharaka Nithi,0
2015-08-19,Tharaka Nithi,0
2015-08-20,Tharaka Nithi,0
2015-08-21,Tharaka Nithi,0
2015-08-22,Tharaka Nithi,0
2015-08-23,Tharaka Nithi,1
2015-08-24,Tharaka Nithi,1
2015-08-25,Tharaka Nithi,2
2015-08-26,Tharaka Nithi,2
2015-08-27,Tharaka Nithi,2
2015-08-28,Tharaka Nithi,1
2015-08-29,Tharaka Nithi,0
2015-08-30,Tharaka Nithi,2
2015-08-31,Tharaka Nithi,1
2015-09-01,Tharaka Nithi,2
2015-09-02,Tharaka Nithi,0
2015-09-03,Tharaka Nithi,0
2015-09-04,Tharaka Nithi,1
2015-09-05,Tharaka Nithi,0
2015-09-06,Tharaka Nithi,1
2015-09-07,Tharaka Nithi,2
2015-09-08,Tharaka Nithi,1
2015-09-09,Tharaka Nithi,0
2015-09-10,Tharaka Nithi,2
2015-09-11,Tharaka Nithi,1
2015-09-12,Tharaka Nithi,1
2015-09-13,Tharaka Nithi,0
2015-09-14,Tharaka Nithi,0
2015-09-15,Tharaka Nithi,1
2015-09-16,Tharaka Nithi,2
2015-09-17,Tharaka Nithi,1
2015-09-18,Tharaka Nithi,2
2015-09-19,Tharaka Nithi,2
2015-09-20,Tharaka Nithi,1
2015-09-21,Tharaka Nithi,1
2015-09-22,Tharaka Nithi,2
2015-09-23,Tharaka Nithi,2
2015-09-24,Tharaka Nithi,0
2015-09-25,Tharaka Nithi,2
2015-09-26,Tharaka Nithi,2
2015-09-27,Tharaka Nithi,0
2015-09-28,Tharaka Nithi,0
2015-09-29,Tharaka Nithi,2
2015-09-30,Tharaka Nithi,0
2015-10-01,Tharaka Nithi,1
2015-10-02,Tharaka Nithi,0
2015-10-03,Tharaka Nithi,0
2015-10-04,Tharaka Nithi,0
2015-10-05,Tharaka Nithi,14
2015-10-06,Tharaka Nithi,2
2015-10-07,Tharaka Nithi,2
2015-10-08,Tharaka Nithi,12
2015-10-09,Tharaka Nithi,1
2015-10-10,Tharaka Nithi,2
2015-10-11,Tharaka Nithi,2
2015-10-12,Tharaka Nithi,0
2015-10-13,Tharaka Nithi,2
2015-10-14,Tharaka Nithi,2
2015-10-15,Tharaka Nithi,1
2015-10-16,Tharaka Nithi,2
2015-10-17,Tharaka Nithi,0
2015-10-18,Tharaka Nithi,2
2015-10-19,Tharaka Nithi,1
2015-10-20,Tharaka Nithi,7
2015-10-21,Tharaka Nithi,2
2015-10-22,Tharaka Nithi,0
2015-10-23,Tharaka Nithi,2
2015-10-24,Tharaka Nithi,1
2015-10-25,Tharaka Nithi,0
2015-10-26,Tharaka Nithi,1
2015-10-27,Tharaka Nithi,1
2015-10-28,Tharaka Nithi,1
2015-10-29,Tharaka Nithi,0
2015-10-30,Tharaka Nithi,0
2015-10-31,Tharaka Nithi,0
2015-11-01,Tharaka Nithi,0
2015-11-02,Tharaka Nithi,0
2015-11-03,Tharaka Nithi,12
2015-11-04,Tharaka Nithi,2
2015-11-05,Tharaka Nithi,0
2015-11-06,Tharaka Nithi,0
2015-11-07,Tharaka Nithi,2
2015-11-08,Tharaka Nithi,1
2015-11-09,Tharaka Nithi,2
2015-11-10,Tharaka Nithi,2
2015-11-11,Tharaka Nithi,2
2015-11-12,Tharaka Nithi,0
2015-11-13,Tharaka Nithi,1
2015-11-14,Tharaka Nithi,13
2015-11-15,Tharaka Nithi,1
2015-11-16,Tharaka Nithi,10
2015-11-17,Tharaka Nithi,0
2015-11-18,Tharaka Nithi,0
2015-11-19,Tharaka Nithi,2
2015-11-20,Tharaka Nithi,0
2015-11-21,Tharaka Nithi,16
2015-11-22,Tharaka Nithi,0
2015-11-23,Tharaka Nithi,2
2015-11-24,Tharaka Nithi,1
2015-11-25,Tharaka Nithi,2
2015-11-26,Tharaka Nithi,0
2015-11-27,Tharaka Nithi,2
2015-11-28,Tharaka Nithi,1
2015-11-29,Tharaka Nithi,1
2015-11-30,Tharaka Nithi,2
2015-12-01,Tharaka Nithi,0
2015-12-02,Tharaka Nithi,0
2015-12-03,Tharaka Nithi,1
2015-12-04,Tharaka Nithi,1
2015-12-05,Tharaka Nithi,0
2015-12-06,Tharaka Nithi,1
2015-12-07,Tharaka Nithi,2
2015-12-08,Tharaka Nithi,2
2015-12-09,Tharaka Nithi,0
2015-12-10,Tharaka Nithi,0
2015-12-11,Tharaka Nithi,2
2015-12-12,Tharaka Nithi,0
2015-12-13,Tharaka Nithi,1
2015-12-14,Tharaka Nithi,2
2015-12-15,Tharaka Nithi,0
2015-12-16,Tharaka Nithi,0
2015-12-17,Tharaka Nithi,0
2015-12-18,Tharaka Nithi,0
2015-12-19,Tharaka Nithi,1
2015-12-20,Tharaka Nithi,2
2015-12-21,Tharaka Nithi,0
2015-12-22,Tharaka Nithi,1
2015-12-23,Tharaka Nithi,1
2015-12-24,Tharaka Nithi,1
2015-12-25,Tharaka Nithi,0
2015-12-26,Tharaka Nithi,2
2015-12-27,Tharaka Nithi,0
2015-12-28,Tharaka Nithi,2
2015-12-29,Tharaka Nithi,2
2015-12-30,Tharaka Nithi,1
2015-12-31,Tharaka Nithi,1
2016-01-01,Tharaka Nithi,1
2016-01-02,Tharaka Nithi,2
2016-01-03,Tharaka Nithi,1
2016-01-04,Tharaka Nithi,2
2016-01-05,Tharaka Nithi,0
2016-01-06,Tharaka Nithi,2
2016-01-07,Tharaka Nithi,2
2016-01-08,Tharaka Nithi,2
2016-01-09,Tharaka Nithi,2
2016-01-10,Tharaka Nithi,2
2016-01-11,Tharaka Nithi,2
2016-01-12,Tharaka Nithi,0
2016-01-13,Tharaka Nithi,0
2016-01-14,Tharaka Nithi,2
2016-01-15,Tharaka Nithi,0
2016-01-16,Tharaka Nithi,1
2016-01-17,Tharaka Nithi,2
2016-01-18,Tharaka Nithi,1
2016-01-19,Tharaka Nithi,0
2016-01-20,Tharaka Nithi,0
2016-01-21,Tharaka Nithi,2
2016-01-22,Tharaka Nithi,2
2016-01-23,Tharaka Nithi,2
2016-01-24,Tharaka Nithi,2
2016-01-25,Tharaka Nithi,1
2016-01-26,Tharaka Nithi,2
2016-01-27,Tharaka Nithi,2
2016-01-28,Tharaka Nithi,1
2016-01-29,Tharaka Nithi,0
2016-01-30,Tharaka Nithi,1
2016-01-31,Tharaka Nithi,2
2016-02-01,Tharaka Nithi,0
2016-02-02,Tharaka Nithi,1
2016-02-03,Tharaka Nithi,0
2016-02-04,Tharaka Nithi,0
2016-02-05,Tharaka Nithi,2
2016-02-06,Tharaka Nithi,0
2016-02-07,Tharaka Nithi,1
2016-02-08,Tharaka Nithi,2
2016-02-09,Tharaka Nithi,2
2016-02-10,Tharaka Nithi,0
2016-02-11,Tharaka Nithi,0
2016-02-12,Tharaka Nithi,0
2016-02-13,Tharaka Nithi,2
2016-02-14,Tharaka Nithi,1
2016-02-15,Tharaka Nithi,0
2016-02-16,Tharaka Nithi,0
2016-02-17,Tharaka Nithi,2
2016-02-18,Tharaka Nithi,1
2016-02-19,Tharaka Nithi,2
2016-02-20,Tharaka Nithi,2
2016-02-21,Tharaka Nithi,1
2016-02-22,Tharaka Nithi,2
2016-02-23,Tharaka Nithi,0
2016-02-24,Tharaka Nithi,2
2016-02-25,Tharaka Nithi,0
2016-02-26,Tharaka Nithi,2
2016-02-27,Tharaka Nithi,1
2016-02-28,Tharaka Nithi,0
2016-02-29,Tharaka Nithi,0
2016-03-01,Tharaka Nithi,8
2016-03-02,Tharaka Nithi,1
2016-03-03,Tharaka Nithi,8
2016-03-04,Tharaka Nithi,24
2016-03-05,Tharaka Nithi,1
2016-03-06,Tharaka Nithi,1
2016-03-07,Tharaka Nithi,2
2016-03-08,Tharaka Nithi,2
2016-03-09,Tharaka Nithi,18
2016-03-10,Tharaka Nithi,10
2016-03-11,Tharaka Nithi,5
2016-03-12,Tharaka Nithi,9
2016-03-13,Tharaka Nithi,12
2016-03-14,Tharaka Nithi,1
2016-03-15,Tharaka Nithi,1
2016-03-16,Tharaka Nithi,1
2016-03-17,Tharaka Nithi,8
2016-03-18,Tharaka Nithi,0
2016-03-19,Tharaka Nithi,19
2016-03-20,Tharaka Nithi,5
2016-03-21,Tharaka Nithi,2
2016-03-22,Tharaka Nithi,19
2016-03-23,Tharaka Nithi,2
2016-03-24,Tharaka Nithi,1
2016-03-25,Tharaka Nithi,20
2016-03-26,Tharaka Nithi,14
2016-03-27,Tharaka Nithi,9
2016-03-28,Tharaka Nithi,10
2016-03-29,Tharaka Nithi,1
2016-03-30,Tharaka Nithi,1
2016-03-31,Tharaka Nithi,0
2016-04-01,Tharaka Nithi,1
2016-04-02,Tharaka Nithi,19
2016-04-03,Tharaka Nithi,11
2016-04-04,Tharaka Nithi,0
2016-04-05,Tharaka Nithi,3
2016-04-06,Tharaka Nithi,1
2016-04-07,Tharaka Nithi,1
2016-04-08,Tharaka Nithi,2
2016-04-09,Tharaka Nithi,21
2016-04-10,Tharaka Nithi,0
2016-04-11,Tharaka Nithi,1
2016-04-12,Tharaka Nithi,11
2016-04-13,Tharaka Nithi,1
2016-04-14,Tharaka Nithi,2
2016-04-15,Tharaka Nithi,2
2016-04-16,Tharaka Nithi,16
2016-04-17,Tharaka Nithi,2
2016-04-18,Tharaka Nithi,2
2016-04-19,Tharaka Nithi,0
2016-04-20,Tharaka Nithi,1
2016-04-21,Tharaka Nithi,2
2016-04-22,Tharaka Nithi,0
2016-04-23,Tharaka Nithi,0
2016-04-24,Tharaka Nithi,12
2016-04-25,Tharaka Nithi,11
2016-04-26,Tharaka Nithi,11
2016-04-27,Tharaka Nithi,1
2016-04-28,Tharaka Nithi,13
2016-04-29,Tharaka Nithi,1
2016-04-30,Tharaka Nithi,2
2016-05-01,Tharaka Nithi,1
2016-05-02,Tharaka Nithi,1
2016-05-03,Tharaka Nithi,13
2016-05-04,Tharaka Nithi,1
2016-05-05,Tharaka Nithi,14
2016-05-06,Tharaka Nithi,0
2016-05-07,Tharaka Nithi,7
2016-05-08,Tharaka Nithi,17
2016-05-09,Tharaka Nithi,2
2016-05-10,Tharaka Nithi,13
2016-05-11,Tharaka Nithi,2
2016-05-12,Tharaka Nithi,7
2016-05-13,Tharaka Nithi,1
2016-05-14,Tharaka Nithi,2
2016-05-15,Tharaka Nithi,15
2016-05-16,Tharaka Nithi,2
2016-05-17,Tharaka Nithi,17
2016-05-18,Tharaka Nithi,12
2016-05-19,Tharaka Nithi,10
2016-05-20,Tharaka Nithi,7
2016-05-21,Tharaka Nithi,2
2016-05-22,Tharaka Nithi,18
2016-05-23,Tharaka Nithi,10
2016-05-24,Tharaka Nithi,0
2016-05-25,Tharaka Nithi,0
2016-05-26,Tharaka Nithi,2
2016-05-27,Tharaka Nithi,1
2016-05-28,Tharaka Nithi,9
2016-05-29,Tharaka Nithi,2
2016-05-30,Tharaka Nithi,2
2016-05-31,Tharaka Nithi,0
2016-06-01,Tharaka Nithi,2
2016-06-02,Tharaka Nithi,2
2016-06-03,Tharaka Nithi,2
2016-06-04,Tharaka Nithi,1
2016-06-05,Tharaka Nithi,2
2016-06-06,Tharaka Nithi,0
2016-06-07,Tharaka Nithi,1
2016-06-08,Tharaka Nithi,0
2016-06-09,Tharaka Nithi,2
2016-06-10,Tharaka Nithi,1
2016-06-11,Tharaka Nithi,2
2016-06-12,Tharaka Nithi,2
2016-06-13,Tharaka Nithi,1
2016-06-14,Tharaka Nithi,2
2016-06-15,Tharaka Nithi,2
2016-06-16,Tharaka Nithi,2
2016-06-17,Tharaka Nithi,2
2016-06-18,Tharaka Nithi,0
2016-06-19,Tharaka Nithi,0
2016-06-20,Tharaka Nithi,2
2016-06-21,Tharaka Nithi,2
2016-06-22,Tharaka Nithi,0
2016-06-23,Tharaka Nithi,1
2016-06-24,Tharaka Nithi,1
2016-06-25,Tharaka Nithi,2
2016-06-26,Tharaka Nithi,2
2016-06-27,Tharaka Nithi,1
2016-06-28,Tharaka Nithi,1
2016-06-29,Tharaka Nithi,1
2016-06-30,Tharaka Nithi,2
2016-07-01,Tharaka Nithi,2
2016-07-02,Tharaka Nithi,1
2016-07-03,Tharaka Nithi,1
2016-07-04,Tharaka Nithi,0
2016-07-05,Tharaka Nithi,2
2016-07-06,Tharaka Nithi,1
2016-07-07,Tharaka Nithi,0
2016-07-08,Tharaka Nithi,0
2016-07-09,Tharaka Nithi,2
2016-07-10,Tharaka Nithi,2
2016-07-11,Tharaka Nithi,2
2016-07-12,Tharaka Nithi,1
2016-07-13,Tharaka Nithi,2
2016-07-14,Tharaka Nithi,2
2016-07-15,Tharaka Nithi,0
2016-07-16,Tharaka Nithi,2
2016-07-17,Tharaka Nithi,2
2016-07-18,Tharaka Nithi,1
2016-07-19,Tharaka Nithi,1
2016-07-20,Tharaka Nithi,1
2016-07-21,Tharaka Nithi,1
2016-07-22,Tharaka Nithi,2
2016-07-23,Tharaka Nithi,2
2016-07-24,Tharaka Nithi,0
2016-07-25,Tharaka Nithi,2
2016-07-26,Tharaka Nithi,1
2016-07-27,Tharaka Nithi,2
2016-07-28,Tharaka Nithi,0
2016-07-29,Tharaka Nithi,0
2016-07-30,Tharaka Nithi,2
2016-07-31,Tharaka Nithi,2
2016-08-01,Tharaka Nithi,2
2016-08-02,Tharaka Nithi,2
2016-08-03,Tharaka Nithi,1
2016-08-04,Tharaka Nithi,1
2016-08-05,Tharaka Nithi,0
2016-08-06,Tharaka Nithi,2
2016-08-07,Tharaka Nithi,0
2016-08-08,Tharaka Nithi,2
2016-08-09,Tharaka Nithi,1
2016-08-10,Tharaka Nithi,1
2016-08-11,Tharaka Nithi,0
2016-08-12,Tharaka Nithi,2
2016-08-13,Tharaka Nithi,0
2016-08-14,Tharaka Nithi,2
2016-08-15,Tharaka Nithi,0
2016-08-16,Tharaka Nithi,1
2016-08-17,Tharaka Nithi,0
2016-08-18,Tharaka Nithi,1
2016-08-19,Tharaka Nithi,1
2016-08-20,Tharaka Nithi,2
2016-08-21,Tharaka Nithi,0
2016-08-22,Tharaka Nithi,1
2016-08-23,Tharaka Nithi,0
2016-08-24,Tharaka Nithi,1
2016-08-25,Tharaka Nithi,1
2016-08-26,Tharaka Nithi,2
2016-08-27,Tharaka Nithi,1
2016-08-28,Tharaka Nithi,1
2016-08-29,Tharaka Nithi,2
2016-08-30,Tharaka Nithi,2
2016-08-31,Tharaka Nithi,1
2016-09-01,Tharaka Nithi,1
2016-09-02,Tharaka Nithi,2
2016-09-03,Tharaka Nithi,1
2016-09-04,Tharaka Nithi,0
2016-09-05,Tharaka Nithi,1
2016-09-06,Tharaka Nithi,1
2016-09-07,Tharaka Nithi,0
2016-09-08,Tharaka Nithi,2
2016-09-09,Tharaka Nithi,1
2016-09-10,Tharaka Nithi,0
2016-09-11,Tharaka Nithi,0
2016-09-12,Tharaka Nithi,0
2016-09-13,Tharaka Nithi,2
2016-09-14,Tharaka Nithi,2
2016-09-15,Tharaka Nithi,1
2016-09-16,Tharaka Nithi,0
2016-09-17,Tharaka Nithi,2
2016-09-18,Tharaka Nithi,0
2016-09-19,Tharaka Nithi,0
2016-09-20,Tharaka Nithi,2
2016-09-21,Tharaka Nithi,0
2016-09-22,Tharaka Nithi,2
2016-09-23,Tharaka Nithi,0
2016-09-24,Tharaka Nithi,1
2016-09-25,Tharaka Nithi,2
2016-09-26,Tharaka Nithi,1
2016-09-27,Tharaka Nithi,0
2016-09-28,Tharaka Nithi,1
2016-09-29,Tharaka Nithi,2
2016-09-30,Tharaka Nithi,2
2016-10-01,Tharaka Nithi,0
2015-01-01,Embu,2
2015-01-02,Embu,0
2015-01-03,Embu,2
