date,county,malaria_cases
2015-11-28,Tana River,29
2015-11-29,Tana River,30
2015-11-30,Tana River,43
2015-12-01,Tana River,30
2015-12-02,Tana River,40
2015-12-03,Tana River,11
2015-12-04,Tana River,32
2015-12-05,Tana River,30
2015-12-06,Tana River,28
2015-12-07,Tana River,45
2015-12-08,Tana River,12
2015-12-09,Tana River,20
2015-12-10,Tana River,29
2015-12-11,Tana River,33
2015-12-12,Tana River,17
2015-12-13,Tana River,50
2015-12-14,Tana River,39
2015-12-15,Tana River,14
2015-12-16,Tana River,31
2015-12-17,Tana River,15
2015-12-18,Tana River,35
2015-12-19,Tana River,15
2015-12-20,Tana River,20
2015-12-21,Tana River,0
2015-12-22,Tana River,26
2015-12-23,Tana River,32
2015-12-24,Tana River,18
2015-12-25,Tana River,43
2015-12-26,Tana River,35
2015-12-27,Tana River,12
2015-12-28,Tana River,33
2015-12-29,Tana River,22
2015-12-30,Tana River,11
2015-12-31,Tana River,8
2016-01-01,Tana River,20
2016-01-02,Tana River,13
2016-01-03,Tana River,11
2016-01-04,Tana River,11
2016-01-05,Tana River,24
2016-01-06,Tana River,36
2016-01-07,Tana River,14
2016-01-08,Tana River,34
2016-01-09,Tana River,27
2016-01-10,Tana River,29
2016-01-11,Tana River,29
2016-01-12,Tana River,40
2016-01-13,Tana River,26
2016-01-14,Tana River,35
2016-01-15,Tana River,26
2016-01-16,Tana River,24
2016-01-17,Tana River,34
2016-01-18,Tana River,25
2016-01-19,Tana River,55
2016-01-20,Tana River,13
2016-01-21,Tana River,17
2016-01-22,Tana River,39
2016-01-23,Tana River,23
2016-01-24,Tana River,43
2016-01-25,Tana River,40
2016-01-26,Tana River,23
2016-01-27,Tana River,12
2016-01-28,Tana River,27
2016-01-29,Tana River,23
2016-01-30,Tana River,39
2016-01-31,Tana River,11
2016-02-01,Tana River,18
2016-02-02,Tana River,30
2016-02-03,Tana River,44
2016-02-04,Tana River,50
2016-02-05,Tana River,32
2016-02-06,Tana River,13
2016-02-07,Tana River,26
2016-02-08,Tana River,41
2016-02-09,Tana River,29
2016-02-10,Tana River,24
2016-02-11,Tana River,31
2016-02-12,Tana River,41
2016-02-13,Tana River,25
2016-02-14,Tana River,28
2016-02-15,Tana River,29
2016-02-16,Tana River,25
2016-02-17,Tana River,29
2016-02-18,Tana River,21
2016-02-19,Tana River,26
2016-02-20,Tana River,39
2016-02-21,Tana River,30
2016-02-22,Tana River,29
2016-02-23,Tana River,22
2016-02-24,Tana River,0
2016-02-25,Tana River,33
2016-02-26,Tana River,19
2016-02-27,Tana River,38
2016-02-28,Tana River,15
2016-02-29,Tana River,30
2016-03-01,Tana River,42
2016-03-02,Tana River,29
2016-03-03,Tana River,40
2016-03-04,Tana River,40
2016-03-05,Tana River,36
2016-03-06,Tana River,24
2016-03-07,Tana River,31
2016-03-08,Tana River,17
2016-03-09,Tana River,41
2016-03-10,Tana River,33
2016-03-11,Tana River,38
2016-03-12,Tana River,35
2016-03-13,Tana River,25
2016-03-14,Tana River,18
2016-03-15,Tana River,29
2016-03-16,Tana River,37
2016-03-17,Tana River,38
2016-03-18,Tana River,36
2016-03-19,Tana River,57
2016-03-20,Tana River,37
2016-03-21,Tana River,36
2016-03-22,Tana River,30
2016-03-23,Tana River,47
2016-03-24,Tana River,44
2016-03-25,Tana River,33
2016-03-26,Tana River,34
2016-03-27,Tana River,38
2016-03-28,Tana River,33
2016-03-29,Tana River,13
2016-03-30,Tana River,20
2016-03-31,Tana River,22
2016-04-01,Tana River,25
2016-04-02,Tana River,40
2016-04-03,Tana River,39
2016-04-04,Tana River,28
2016-04-05,Tana River,34
2016-04-06,Tana River,15
2016-04-07,Tana River,24
2016-04-08,Tana River,38
2016-04-09,Tana River,53
2016-04-10,Tana River,27
2016-04-11,Tana River,29
2016-04-12,Tana River,36
2016-04-13,Tana River,19
2016-04-14,Tana River,42
2016-04-15,Tana River,28
2016-04-16,Tana River,36
2016-04-17,Tana River,15
2016-04-18,Tana River,26
2016-04-19,Tana River,29
2016-04-20,Tana River,43
2016-04-21,Tana River,46
2016-04-22,Tana River,44
2016-04-23,Tana River,44
2016-04-24,Tana River,31
2016-04-25,Tana River,34
2016-04-26,Tana River,32
2016-04-27,Tana River,33
2016-04-28,Tana River,28
2016-04-29,Tana River,37
2016-04-30,Tana River,34
2016-05-01,Tana River,25
2016-05-02,Tana River,26
2016-05-03,Tana River,41
2016-05-04,Tana River,39
2016-05-05,Tana River,40
2016-05-06,Tana River,37
2016-05-07,Tana River,17
2016-05-08,Tana River,29
2016-05-09,Tana River,28
2016-05-10,Tana River,7
2016-05-11,Tana River,16
2016-05-12,Tana River,42
2016-05-13,Tana River,38
2016-05-14,Tana River,33
2016-05-15,Tana River,39
2016-05-16,Tana River,41
2016-05-17,Tana River,17
2016-05-18,Tana River,54
2016-05-19,Tana River,42
2016-05-20,Tana River,16
2016-05-21,Tana River,40
2016-05-22,Tana River,32
2016-05-23,Tana River,39
2016-05-24,Tana River,32
2016-05-25,Tana River,27
2016-05-26,Tana River,2
2016-05-27,Tana River,21
2016-05-28,Tana River,30
2016-05-29,Tana River,46
2016-05-30,Tana River,20
2016-05-31,Tana River,18
2016-06-01,Tana River,8
2016-06-02,Tana River,16
2016-06-03,Tana River,19
2016-06-04,Tana River,13
2016-06-05,Tana River,23
2016-06-06,Tana River,36
2016-06-07,Tana River,18
2016-06-08,Tana River,32
2016-06-09,Tana River,20
2016-06-10,Tana River,28
2016-06-11,Tana River,9
2016-06-12,Tana River,18
2016-06-13,Tana River,28
2016-06-14,Tana River,21
2016-06-15,Tana River,27
2016-06-16,Tana River,31
2016-06-17,Tana River,26
2016-06-18,Tana River,29
2016-06-19,Tana River,29
2016-06-20,Tana River,15
2016-06-21,Tana River,9
2016-06-22,Tana River,32
2016-06-23,Tana River,40
2016-06-24,Tana River,27
2016-06-25,Tana River,2
2016-06-26,Tana River,53
2016-06-27,Tana River,20
2016-06-28,Tana River,39
2016-06-29,Tana River,53
2016-06-30,Tana River,17
2016-07-01,Tana River,28
2016-07-02,Tana River,26
2016-07-03,Tana River,32
2016-07-04,Tana River,27
2016-07-05,Tana River,40
2016-07-06,Tana River,38
2016-07-07,Tana River,16
2016-07-08,Tana River,32
2016-07-09,Tana River,34
2016-07-10,Tana River,36
2016-07-11,Tana River,22
2016-07-12,Tana River,16
2016-07-13,Tana River,37
2016-07-14,Tana River,21
2016-07-15,Tana River,25
2016-07-16,Tana River,13
2016-07-17,Tana River,35
2016-07-18,Tana River,25
2016-07-19,Tana River,10
2016-07-20,Tana River,26
2016-07-21,Tana River,15
2016-07-22,Tana River,35
2016-07-23,Tana River,35
2016-07-24,Tana River,9
2016-07-25,Tana River,41
2016-07-26,Tana River,17
2016-07-27,Tana River,28
2016-07-28,Tana River,25
2016-07-29,Tana River,24
2016-07-30,Tana River,22
2016-07-31,Tana River,25
2016-08-01,Tana River,28
2016-08-02,Tana River,27
2016-08-03,Tana River,17
2016-08-04,Tana River,22
2016-08-05,Tana River,23
2016-08-06,Tana River,7
2016-08-07,Tana River,31
2016-08-08,Tana River,27
2016-08-09,Tana River,26
2016-08-10,Tana River,35
2016-08-11,Tana River,19
2016-08-12,Tana River,39
2016-08-13,Tana River,40
2016-08-14,Tana River,27
2016-08-15,Tana River,17
2016-08-16,Tana River,36
2016-08-17,Tana River,10
2016-08-18,Tana River,20
2016-08-19,Tana River,27
2016-08-20,Tana River,26
2016-08-21,Tana River,47
2016-08-22,Tana River,35
2016-08-23,Tana River,27
2016-08-24,Tana River,28
2016-08-25,Tana River,46
2016-08-26,Tana River,40
2016-08-27,Tana River,39
2016-08-28,Tana River,33
2016-08-29,Tana River,30
2016-08-30,Tana River,25
2016-08-31,Tana River,46
2016-09-01,Tana River,30
2016-09-02,Tana River,24
2016-09-03,Tana River,26
2016-09-04,Tana River,30
2016-09-05,Tana River,33
2016-09-06,Tana River,32
2016-09-07,Tana River,15
2016-09-08,Tana River,25
2016-09-09,Tana River,47
2016-09-10,Tana River,10
2016-09-11,Tana River,38
2016-09-12,Tana River,20
2016-09-13,Tana River,46
2016-09-14,Tana River,32
2016-09-15,Tana River,13
2016-09-16,Tana River,22
2016-09-17,Tana River,22
2016-09-18,Tana River,37
2016-09-19,Tana River,26
2016-09-20,Tana River,34
2016-09-21,Tana River,26
2016-09-22,Tana River,22
2016-09-23,Tana River,22
2016-09-24,Tana River,35
2016-09-25,Tana River,9
2016-09-26,Tana River,26
2016-09-27,Tana River,5
2016-09-28,Tana River,26
2016-09-29,Tana River,41
2016-09-30,Tana River,27
2016-10-01,Tana River,13
2015-01-01,Lamu,42
2015-01-02,Lamu,23
2015-01-03,Lamu,21
2015-01-04,Lamu,31
2015-01-05,Lamu,45
2015-01-06,Lamu,33
2015-01-07,Lamu,33
2015-01-08,Lamu,43
2015-01-09,Lamu,33
2015-01-10,Lamu,33
2015-01-11,Lamu,34
2015-01-12,Lamu,27
2015-01-13,Lamu,34
2015-01-14,Lamu,30
2015-01-15,Lamu,40
2015-01-16,Lamu,20
2015-01-17,Lamu,26
2015-01-18,Lamu,25
2015-01-19,Lamu,33
2015-01-20,Lamu,34
2015-01-21,Lamu,27
2015-01-22,Lamu,35
2015-01-23,Lamu,43
2015-01-24,Lamu,14
2015-01-25,Lamu,22
2015-01-26,Lamu,29
2015-01-27,Lamu,38
2015-01-28,Lamu,47
2015-01-29,Lamu,35
2015-01-30,Lamu,15
2015-01-31,Lamu,20
2015-02-01,Lamu,49
2015-02-02,Lamu,26
2015-02-03,Lamu,28
2015-02-04,Lamu,45
2015-02-05,Lamu,31
2015-02-06,Lamu,38
2015-02-07,Lamu,37
2015-02-08,Lamu,30
2015-02-09,Lamu,25
2015-02-10,Lamu,37
2015-02-11,Lamu,22
2015-02-12,Lamu,39
2015-02-13,Lamu,28
2015-02-14,Lamu,26
2015-02-15,Lamu,28
2015-02-16,Lamu,64
2015-02-17,Lamu,9
2015-02-18,Lamu,34
2015-02-19,Lamu,27
2015-02-20,Lamu,32
2015-02-21,Lamu,33
2015-02-22,Lamu,20
2015-02-23,Lamu,25
2015-02-24,Lamu,21
2015-02-25,Lamu,7
2015-02-26,Lamu,37
2015-02-27,Lamu,41
2015-02-28,Lamu,35
2015-03-01,Lamu,37
2015-03-02,Lamu,17
2015-03-03,Lamu,23
2015-03-04,Lamu,21
2015-03-05,Lamu,52
2015-03-06,Lamu,34
2015-03-07,Lamu,44
2015-03-08,Lamu,45
2015-03-09,Lamu,25
2015-03-10,Lamu,10
2015-03-11,Lamu,39
2015-03-12,Lamu,35
2015-03-13,Lamu,30
2015-03-14,Lamu,33
2015-03-15,Lamu,37
2015-03-16,Lamu,25
2015-03-17,Lamu,61
2015-03-18,Lamu,44
2015-03-19,Lamu,28
2015-03-20,Lamu,14
2015-03-21,Lamu,21
2015-03-22,Lamu,34
2015-03-23,Lamu,35
2015-03-24,Lamu,36
2015-03-25,Lamu,38
2015-03-26,Lamu,16
2015-03-27,Lamu,38
2015-03-28,Lamu,39
2015-03-29,Lamu,52
2015-03-30,Lamu,25
2015-03-31,Lamu,30
2015-04-01,Lamu,26
2015-04-02,Lamu,35
2015-04-03,Lamu,23
2015-04-04,Lamu,36
2015-04-05,Lamu,32
2015-04-06,Lamu,47
2015-04-07,Lamu,29
2015-04-08,Lamu,54
2015-04-09,Lamu,49
2015-04-10,Lamu,33
2015-04-11,Lamu,37
2015-04-12,Lamu,16
2015-04-13,Lamu,25
2015-04-14,Lamu,39
2015-04-15,Lamu,30
2015-04-16,Lamu,45
2015-04-17,Lamu,33
2015-04-18,Lamu,38
2015-04-19,Lamu,33
2015-04-20,Lamu,46
2015-04-21,Lamu,44
2015-04-22,Lamu,44
2015-04-23,Lamu,30
2015-04-24,Lamu,43
2015-04-25,Lamu,21
2015-04-26,Lamu,32
2015-04-27,Lamu,18
2015-04-28,Lamu,26
2015-04-29,Lamu,25
2015-04-30,Lamu,39
2015-05-01,Lamu,36
2015-05-02,Lamu,42
2015-05-03,Lamu,47
2015-05-04,Lamu,27
2015-05-05,Lamu,48
2015-05-06,Lamu,48
2015-05-07,Lamu,33
2015-05-08,Lamu,19
2015-05-09,Lamu,49
2015-05-10,Lamu,42
2015-05-11,Lamu,39
2015-05-12,Lamu,45
2015-05-13,Lamu,39
2015-05-14,Lamu,41
2015-05-15,Lamu,20
2015-05-16,Lamu,43
2015-05-17,Lamu,34
2015-05-18,Lamu,38
2015-05-19,Lamu,48
2015-05-20,Lamu,30
2015-05-21,Lamu,52
2015-05-22,Lamu,23
2015-05-23,Lamu,46
2015-05-24,Lamu,50
2015-05-25,Lamu,46
2015-05-26,Lamu,18
2015-05-27,Lamu,42
2015-05-28,Lamu,31
2015-05-29,Lamu,40
2015-05-30,Lamu,16
2015-05-31,Lamu,37
2015-06-01,Lamu,25
2015-06-02,Lamu,22
2015-06-03,Lamu,42
2015-06-04,Lamu,34
2015-06-05,Lamu,51
2015-06-06,Lamu,23
2015-06-07,Lamu,40
2015-06-08,Lamu,32
2015-06-09,Lamu,14
2015-06-10,Lamu,41
2015-06-11,Lamu,35
2015-06-12,Lamu,31
2015-06-13,Lamu,46
2015-06-14,Lamu,36
2015-06-15,Lamu,38
2015-06-16,Lamu,45
2015-06-17,Lamu,14
2015-06-18,Lamu,24
2015-06-19,Lamu,29
2015-06-20,Lamu,39
2015-06-21,Lamu,47
2015-06-22,Lamu,36
2015-06-23,Lamu,30
2015-06-24,Lamu,31
2015-06-25,Lamu,23
2015-06-26,Lamu,22
2015-06-27,Lamu,61
2015-06-28,Lamu,20
2015-06-29,Lamu,16
2015-06-30,Lamu,39
2015-07-01,Lamu,22
2015-07-02,Lamu,34
2015-07-03,Lamu,48
2015-07-04,Lamu,17
2015-07-05,Lamu,38
2015-07-06,Lamu,30
2015-07-07,Lamu,20
2015-07-08,Lamu,32
2015-07-09,Lamu,27
2015-07-10,Lamu,0
2015-07-11,Lamu,37
2015-07-12,Lamu,31
2015-07-13,Lamu,30
2015-07-14,Lamu,29
2015-07-15,Lamu,26
2015-07-16,Lamu,20
2015-07-17,Lamu,23
2015-07-18,Lamu,30
2015-07-19,Lamu,23
2015-07-20,Lamu,27
2015-07-21,Lamu,9
2015-07-22,Lamu,39
2015-07-23,Lamu,35
2015-07-24,Lamu,12
2015-07-25,Lamu,34
2015-07-26,Lamu,39
2015-07-27,Lamu,33
2015-07-28,Lamu,28
2015-07-29,Lamu,8
2015-07-30,Lamu,19
2015-07-31,Lamu,40
2015-08-01,Lamu,40
2015-08-02,Lamu,24
2015-08-03,Lamu,25
2015-08-04,Lamu,23
2015-08-05,Lamu,20
2015-08-06,Lamu,49
2015-08-07,Lamu,31
2015-08-08,Lamu,39
2015-08-09,Lamu,16
2015-08-10,Lamu,33
2015-08-11,Lamu,30
2015-08-12,Lamu,24
2015-08-13,Lamu,32
2015-08-14,Lamu,34
2015-08-15,Lamu,22
2015-08-16,Lamu,36
2015-08-17,Lamu,45
2015-08-18,Lamu,37
2015-08-19,Lamu,7
2015-08-20,Lamu,35
2015-08-21,Lamu,27
2015-08-22,Lamu,31
2015-08-23,Lamu,37
2015-08-24,Lamu,25
2015-08-25,Lamu,33
2015-08-26,Lamu,36
2015-08-27,Lamu,41
2015-08-28,Lamu,37
2015-08-29,Lamu,36
2015-08-30,Lamu,41
2015-08-31,Lamu,39
2015-09-01,Lamu,44
2015-09-02,Lamu,33
2015-09-03,Lamu,41
2015-09-04,Lamu,38
2015-09-05,Lamu,32
2015-09-06,Lamu,26
2015-09-07,Lamu,22
2015-09-08,Lamu,29
2015-09-09,Lamu,29
2015-09-10,Lamu,24
2015-09-11,Lamu,25
2015-09-12,Lamu,31
2015-09-13,Lamu,17
2015-09-14,Lamu,35
2015-09-15,Lamu,25
2015-09-16,Lamu,42
2015-09-17,Lamu,32
2015-09-18,Lamu,28
2015-09-19,Lamu,32
2015-09-20,Lamu,18
2015-09-21,Lamu,21
2015-09-22,Lamu,26
2015-09-23,Lamu,20
2015-09-24,Lamu,32
2015-09-25,Lamu,29
2015-09-26,Lamu,18
2015-09-27,Lamu,33
2015-09-28,Lamu,29
2015-09-29,Lamu,26
2015-09-30,Lamu,40
2015-10-01,Lamu,45
2015-10-02,Lamu,20
2015-10-03,Lamu,42
2015-10-04,Lamu,19
2015-10-05,Lamu,16
2015-10-06,Lamu,14
2015-10-07,Lamu,47
2015-10-08,Lamu,29
2015-10-09,Lamu,46
2015-10-10,Lamu,26
2015-10-11,Lamu,37
2015-10-12,Lamu,36
2015-10-13,Lamu,14
2015-10-14,Lamu,46
2015-10-15,Lamu,47
2015-10-16,Lamu,33
2015-10-17,Lamu,50
2015-10-18,Lamu,25
2015-10-19,Lamu,30
2015-10-20,Lamu,38
2015-10-21,Lamu,46
2015-10-22,Lamu,35
2015-10-23,Lamu,23
2015-10-24,Lamu,31
2015-10-25,Lamu,45
2015-10-26,Lamu,25
2015-10-27,Lamu,30
2015-10-28,Lamu,43
2015-10-29,Lamu,25
2015-10-30,Lamu,30
2015-10-31,Lamu,49
2015-11-01,Lamu,14
2015-11-02,Lamu,31
2015-11-03,Lamu,26
2015-11-04,Lamu,35
2015-11-05,Lamu,22
2015-11-06,Lamu,34
2015-11-07,Lamu,44
2015-11-08,Lamu,43
2015-11-09,Lamu,21
2015-11-10,Lamu,25
2015-11-11,Lamu,29
2015-11-12,Lamu,42
2015-11-13,Lamu,37
2015-11-14,Lamu,38
2015-11-15,Lamu,31
2015-11-16,Lamu,35
2015-11-17,Lamu,28
2015-11-18,Lamu,30
2015-11-19,Lamu,40
2015-11-20,Lamu,35
2015-11-21,Lamu,40
2015-11-22,Lamu,24
2015-11-23,Lamu,30
2015-11-24,Lamu,49
2015-11-25,Lamu,15
2015-11-26,Lamu,31
2015-11-27,Lamu,40
2015-11-28,Lamu,34
2015-11-29,Lamu,35
2015-11-30,Lamu,54
2015-12-01,Lamu,40
2015-12-02,Lamu,20
2015-12-03,Lamu,39
2015-12-04,Lamu,42
2015-12-05,Lamu,30
2015-12-06,Lamu,46
2015-12-07,Lamu,41
2015-12-08,Lamu,34
2015-12-09,Lamu,28
2015-12-10,Lamu,28
2015-12-11,Lamu,34
2015-12-12,Lamu,40
2015-12-13,Lamu,21
2015-12-14,Lamu,30
2015-12-15,Lamu,45
2015-12-16,Lamu,49
2015-12-17,Lamu,40
2015-12-18,Lamu,12
2015-12-19,Lamu,35
2015-12-20,Lamu,46
2015-12-21,Lamu,44
2015-12-22,Lamu,33
2015-12-23,Lamu,23
2015-12-24,Lamu,23
2015-12-25,Lamu,5
2015-12-26,Lamu,41
2015-12-27,Lamu,15
2015-12-28,Lamu,38
2015-12-29,Lamu,29
2015-12-30,Lamu,32
2015-12-31,Lamu,10
2016-01-01,Lamu,39
2016-01-02,Lamu,32
2016-01-03,Lamu,20
2016-01-04,Lamu,20
2016-01-05,Lamu,40
2016-01-06,Lamu,29
2016-01-07,Lamu,34
2016-01-08,Lamu,54
2016-01-09,Lamu,21
2016-01-10,Lamu,19
2016-01-11,Lamu,37
2016-01-12,Lamu,54
2016-01-13,Lamu,36
2016-01-14,Lamu,19
2016-01-15,Lamu,38
2016-01-16,Lamu,14
2016-01-17,Lamu,21
2016-01-18,Lamu,34
2016-01-19,Lamu,20
2016-01-20,Lamu,21
2016-01-21,Lamu,30
2016-01-22,Lamu,29
2016-01-23,Lamu,40
2016-01-24,Lamu,22
2016-01-25,Lamu,33
2016-01-26,Lamu,15
2016-01-27,Lamu,39
2016-01-28,Lamu,32
2016-01-29,Lamu,38
2016-01-30,Lamu,30
2016-01-31,Lamu,12
2016-02-01,Lamu,17
2016-02-02,Lamu,16
2016-02-03,Lamu,41
2016-02-04,Lamu,38
2016-02-05,Lamu,29
2016-02-06,Lamu,35
2016-02-07,Lamu,35
2016-02-08,Lamu,20
2016-02-09,Lamu,21
2016-02-10,Lamu,18
2016-02-11,Lamu,18
2016-02-12,Lamu,32
2016-02-13,Lamu,33
2016-02-14,Lamu,35
2016-02-15,Lamu,14
2016-02-16,Lamu,31
2016-02-17,Lamu,43
2016-02-18,Lamu,32
2016-02-19,Lamu,21
2016-02-20,Lamu,23
2016-02-21,Lamu,36
2016-02-22,Lamu,17
2016-02-23,Lamu,48
2016-02-24,Lamu,8
2016-02-25,Lamu,13
2016-02-26,Lamu,30
2016-02-27,Lamu,18
2016-02-28,Lamu,21
2016-02-29,Lamu,33
2016-03-01,Lamu,36
2016-03-02,Lamu,35
2016-03-03,Lamu,26
2016-03-04,Lamu,41
2016-03-05,Lamu,40
2016-03-06,Lamu,34
2016-03-07,Lamu,41
2016-03-08,Lamu,22
2016-03-09,Lamu,39
2016-03-10,Lamu,23
2016-03-11,Lamu,52
2016-03-12,Lamu,30
2016-03-13,Lamu,29
2016-03-14,Lamu,32
2016-03-15,Lamu,43
2016-03-16,Lamu,29
2016-03-17,Lamu,17
2016-03-18,Lamu,45
2016-03-19,Lamu,42
2016-03-20,Lamu,33
2016-03-21,Lamu,53
2016-03-22,Lamu,53
2016-03-23,Lamu,33
2016-03-24,Lamu,38
2016-03-25,Lamu,36
2016-03-26,Lamu,34
2016-03-27,Lamu,47
2016-03-28,Lamu,42
2016-03-29,Lamu,26
2016-03-30,Lamu,36
2016-03-31,Lamu,45
2016-04-01,Lamu,28
2016-04-02,Lamu,41
2016-04-03,Lamu,63
2016-04-04,Lamu,34
2016-04-05,Lamu,29
2016-04-06,Lamu,38
2016-04-07,Lamu,22
2016-04-08,Lamu,42
2016-04-09,Lamu,61
2016-04-10,Lamu,34
2016-04-11,Lamu,37
2016-04-12,Lamu,25
2016-04-13,Lamu,44
2016-04-14,Lamu,19
2016-04-15,Lamu,57
2016-04-16,Lamu,47
2016-04-17,Lamu,24
2016-04-18,Lamu,41
2016-04-19,Lamu,35
2016-04-20,Lamu,36
2016-04-21,Lamu,19
2016-04-22,Lamu,35
2016-04-23,Lamu,24
2016-04-24,Lamu,17
2016-04-25,Lamu,30
2016-04-26,Lamu,63
2016-04-27,Lamu,33
2016-04-28,Lamu,31
2016-04-29,Lamu,23
2016-04-30,Lamu,37
2016-05-01,Lamu,25
2016-05-02,Lamu,56
2016-05-03,Lamu,27
2016-05-04,Lamu,38
2016-05-05,Lamu,35
2016-05-06,Lamu,31
2016-05-07,Lamu,48
2016-05-08,Lamu,22
2016-05-09,Lamu,19
2016-05-10,Lamu,53
2016-05-11,Lamu,16
2016-05-12,Lamu,36
2016-05-13,Lamu,67
2016-05-14,Lamu,34
2016-05-15,Lamu,27
2016-05-16,Lamu,42
2016-05-17,Lamu,31
2016-05-18,Lamu,38
2016-05-19,Lamu,24
2016-05-20,Lamu,37
2016-05-21,Lamu,28
2016-05-22,Lamu,32
2016-05-23,Lamu,29
2016-05-24,Lamu,39
2016-05-25,Lamu,32
2016-05-26,Lamu,18
2016-05-27,Lamu,28
2016-05-28,Lamu,15
2016-05-29,Lamu,40
2016-05-30,Lamu,40
2016-05-31,Lamu,37
2016-06-01,Lamu,41
2016-06-02,Lamu,9
2016-06-03,Lamu,25
2016-06-04,Lamu,23
2016-06-05,Lamu,29
2016-06-06,Lamu,36
2016-06-07,Lamu,25
2016-06-08,Lamu,28
2016-06-09,Lamu,17
2016-06-10,Lamu,15
2016-06-11,Lamu,39
2016-06-12,Lamu,38
2016-06-13,Lamu,43
2016-06-14,Lamu,42
2016-06-15,Lamu,23
2016-06-16,Lamu,30
2016-06-17,Lamu,29
2016-06-18,Lamu,20
2016-06-19,Lamu,32
2016-06-20,Lamu,29
2016-06-21,Lamu,23
2016-06-22,Lamu,30
2016-06-23,Lamu,36
2016-06-24,Lamu,29
2016-06-25,Lamu,40
2016-06-26,Lamu,39
2016-06-27,Lamu,54
2016-06-28,Lamu,22
2016-06-29,Lamu,30
2016-06-30,Lamu,16
2016-07-01,Lamu,20
2016-07-02,Lamu,31
2016-07-03,Lamu,39
2016-07-04,Lamu,30
2016-07-05,Lamu,38
2016-07-06,Lamu,34
2016-07-07,Lamu,34
2016-07-08,Lamu,40
2016-07-09,Lamu,49
2016-07-10,Lamu,43
2016-07-11,Lamu,24
2016-07-12,Lamu,9
2016-07-13,Lamu,29
2016-07-14,Lamu,25
2016-07-15,Lamu,27
2016-07-16,Lamu,44
2016-07-17,Lamu,21
2016-07-18,Lamu,18
2016-07-19,Lamu,13
2016-07-20,Lamu,32
2016-07-21,Lamu,45
2016-07-22,Lamu,4
2016-07-23,Lamu,28
2016-07-24,Lamu,48
2016-07-25,Lamu,48
2016-07-26,Lamu,30
2016-07-27,Lamu,18
2016-07-28,Lamu,11
2016-07-29,Lamu,16
2016-07-30,Lamu,27
2016-07-31,Lamu,26
2016-08-01,Lamu,30
2016-08-02,Lamu,45
2016-08-03,Lamu,11
2016-08-04,Lamu,28
2016-08-05,Lamu,30
2016-08-06,Lamu,18
2016-08-07,Lamu,25
2016-08-08,Lamu,26
2016-08-09,Lamu,26
2016-08-10,Lamu,40
2016-08-11,Lamu,31
2016-08-12,Lamu,33
2016-08-13,Lamu,3
2016-08-14,Lamu,31
2016-08-15,Lamu,24
2016-08-16,Lamu,23
2016-08-17,Lamu,46
2016-08-18,Lamu,35
2016-08-19,Lamu,24
2016-08-20,Lamu,18
2016-08-21,Lamu,31
2016-08-22,Lamu,18
2016-08-23,Lamu,16
2016-08-24,Lamu,15
2016-08-25,Lamu,31
2016-08-26,Lamu,25
2016-08-27,Lamu,22
2016-08-28,Lamu,48
2016-08-29,Lamu,27
2016-08-30,Lamu,26
2016-08-31,Lamu,21
2016-09-01,Lamu,24
2016-09-02,Lamu,37
2016-09-03,Lamu,44
2016-09-04,Lamu,24
2016-09-05,Lamu,46
2016-09-06,Lamu,45
2016-09-07,Lamu,43
2016-09-08,Lamu,40
2016-09-09,Lamu,18
2016-09-10,Lamu,41
2016-09-11,Lamu,35
2016-09-12,Lamu,36
2016-09-13,Lamu,43
2016-09-14,Lamu,42
2016-09-15,Lamu,15
2016-09-16,Lamu,35
2016-09-17,Lamu,25
2016-09-18,Lamu,21
2016-09-19,Lamu,39
2016-09-20,Lamu,28
2016-09-21,Lamu,29
2016-09-22,Lamu,23
2016-09-23,Lamu,28
2016-09-24,Lamu,32
2016-09-25,Lamu,24
2016-09-26,Lamu,28
2016-09-27,Lamu,43
2016-09-28,Lamu,39
2016-09-29,Lamu,25
2016-09-30,Lamu,30
2016-10-01,Lamu,18
2015-01-01,Taita Taveta,24
2015-01-02,Taita Taveta,37
2015-01-03,Taita Taveta,24
2015-01-04,Taita Taveta,43
2015-01-05,Taita Taveta,21
2015-01-06,Taita Taveta,6
2015-01-07,Taita Taveta,22
2015-01-08,Taita Taveta,14
2015-01-09,Taita Taveta,28
2015-01-10,Taita Taveta,16
2015-01-11,Taita Taveta,22
2015-01-12,Taita Taveta,27
2015-01-13,Taita Taveta,25
2015-01-14,Taita Taveta,25
2015-01-15,Taita Taveta,22
2015-01-16,Taita Taveta,14
2015-01-17,Taita Taveta,16
2015-01-18,Taita Taveta,6
2015-01-19,Taita Taveta,11
2015-01-20,Taita Taveta,18
2015-01-21,Taita Taveta,18
2015-01-22,Taita Taveta,32
2015-01-23,Taita Taveta,15
2015-01-24,Taita Taveta,22
2015-01-25,Taita Taveta,33
2015-01-26,Taita Taveta,12
2015-01-27,Taita Taveta,44
2015-01-28,Taita Taveta,37
2015-01-29,Taita Taveta,30
2015-01-30,Taita Taveta,24
2015-01-31,Taita Taveta,39
2015-02-01,Taita Taveta,27
2015-02-02,Taita Taveta,36
2015-02-03,Taita Taveta,49
2015-02-04,Taita Taveta,35
2015-02-05,Taita Taveta,28
2015-02-06,Taita Taveta,22
2015-02-07,Taita Taveta,29
2015-02-08,Taita Taveta,27
2015-02-09,Taita Taveta,23
2015-02-10,Taita Taveta,17
