date,county,rainfall_mm,avg_temp_c
2016-05-06,Isiolo,22.42,25.14
2016-05-07,Isiolo,13.44,24.31
2016-05-08,Isiolo,20.53,23.87
2016-05-09,Isiolo,14.36,25.67
2016-05-10,Isiolo,15.11,30.64
2016-05-11,Isiolo,9.7,22.49
2016-05-12,Isiolo,22.39,20.33
2016-05-13,Isiolo,17.1,27.74
2016-05-14,Isiolo,12.08,25.63
2016-05-15,Isiolo,11.1,22.77
2016-05-16,Isiolo,16.4,30.01
2016-05-17,Isiolo,14.25,23.97
2016-05-18,Isiolo,1.72,17.98
2016-05-19,Isiolo,15.97,26.73
2016-05-20,Isiolo,23.91,27.44
2016-05-21,Isiolo,13.26,25.14
2016-05-22,Isiolo,25.31,21.05
2016-05-23,Isiolo,13.58,27.71
2016-05-24,Isiolo,12.67,25.49
2016-05-25,Isiolo,11.24,20.38
2016-05-26,Isiolo,9.14,21.27
2016-05-27,Isiolo,14.79,19.64
2016-05-28,Isiolo,12.13,17.69
2016-05-29,Isiolo,18.97,28.87
2016-05-30,Isiolo,12.34,26.08
2016-05-31,Isiolo,18.98,25.6
2016-06-01,Isiolo,6.22,23.41
2016-06-02,Isiolo,4.73,21.78
2016-06-03,Isiolo,7.06,27.3
2016-06-04,Isiolo,4.17,25.77
2016-06-05,Isiolo,9.31,21.71
2016-06-06,Isiolo,4.24,25.14
2016-06-07,Isiolo,3.27,23.09
2016-06-08,Isiolo,5.93,19.93
2016-06-09,Isiolo,4.08,23.11
2016-06-10,Isiolo,1.75,23.7
2016-06-11,Isiolo,4.36,29.97
2016-06-12,Isiolo,3.41,23.58
2016-06-13,Isiolo,3.88,23.57
2016-06-14,Isiolo,6.52,28.58
2016-06-15,Isiolo,4.56,24.2
2016-06-16,Isiolo,8.57,20.68
2016-06-17,Isiolo,4.8,27.56
2016-06-18,Isiolo,5.66,25.64
2016-06-19,Isiolo,5.77,25.47
2016-06-20,Isiolo,5.97,26.22
2016-06-21,Isiolo,8.2,22.18
2016-06-22,Isiolo,7.72,19.82
2016-06-23,Isiolo,6.14,28.85
2016-06-24,Isiolo,3.61,23.08
2016-06-25,Isiolo,4.49,27.34
2016-06-26,Isiolo,7.83,27.82
2016-06-27,Isiolo,4.42,24.76
2016-06-28,Isiolo,4.03,21.49
2016-06-29,Isiolo,6.04,22.36
2016-06-30,Isiolo,4.44,18.94
2016-07-01,Isiolo,3.19,23.41
2016-07-02,Isiolo,4.63,24.96
2016-07-03,Isiolo,6.62,20.81
2016-07-04,Isiolo,0.9,20.68
2016-07-05,Isiolo,2.26,24.92
2016-07-06,Isiolo,2.32,27.52
2016-07-07,Isiolo,2.62,22.69
2016-07-08,Isiolo,8.5,25.5
2016-07-09,Isiolo,6.37,27.4
2016-07-10,Isiolo,0.11,24.36
2016-07-11,Isiolo,2.83,24.87
2016-07-12,Isiolo,6.47,30.25
2016-07-13,Isiolo,5.42,22.69
2016-07-14,Isiolo,3.38,26.34
2016-07-15,Isiolo,6.83,20.26
2016-07-16,Isiolo,6.06,27.81
2016-07-17,Isiolo,4.39,25.93
2016-07-18,Isiolo,2.96,28.88
2016-07-19,Isiolo,5.37,23.47
2016-07-20,Isiolo,5.64,22.88
2016-07-21,Isiolo,5.23,21.87
2016-07-22,Isiolo,6.33,27.18
2016-07-23,Isiolo,3.28,23.0
2016-07-24,Isiolo,0.27,24.99
2016-07-25,Isiolo,6.25,17.57
2016-07-26,Isiolo,6.38,21.16
2016-07-27,Isiolo,5.86,21.76
2016-07-28,Isiolo,8.35,22.62
2016-07-29,Isiolo,4.59,22.73
2016-07-30,Isiolo,7.04,24.96
2016-07-31,Isiolo,8.8,20.09
2016-08-01,Isiolo,2.95,20.95
2016-08-02,Isiolo,4.68,19.72
2016-08-03,Isiolo,5.53,18.54
2016-08-04,Isiolo,4.9,24.77
2016-08-05,Isiolo,3.7,24.97
2016-08-06,Isiolo,4.5,26.51
2016-08-07,Isiolo,6.63,23.57
2016-08-08,Isiolo,4.63,21.52
2016-08-09,Isiolo,2.43,23.9
2016-08-10,Isiolo,3.99,27.92
2016-08-11,Isiolo,4.2,21.95
2016-08-12,Isiolo,4.07,22.82
2016-08-13,Isiolo,5.44,26.19
2016-08-14,Isiolo,6.42,20.57
2016-08-15,Isiolo,6.57,18.13
2016-08-16,Isiolo,0.69,23.13
2016-08-17,Isiolo,4.48,24.53
2016-08-18,Isiolo,9.28,23.73
2016-08-19,Isiolo,7.49,23.34
2016-08-20,Isiolo,7.37,27.99
2016-08-21,Isiolo,7.82,23.05
2016-08-22,Isiolo,1.88,24.4
2016-08-23,Isiolo,5.09,21.71
2016-08-24,Isiolo,3.42,25.89
2016-08-25,Isiolo,4.12,20.67
2016-08-26,Isiolo,5.45,26.52
2016-08-27,Isiolo,7.98,26.88
2016-08-28,Isiolo,1.97,24.52
2016-08-29,Isiolo,7.36,24.62
2016-08-30,Isiolo,5.6,19.15
2016-08-31,Isiolo,4.14,26.92
2016-09-01,Isiolo,3.26,31.19
2016-09-02,Isiolo,5.59,22.71
2016-09-03,Isiolo,1.87,19.66
2016-09-04,Isiolo,8.8,22.32
2016-09-05,Isiolo,3.61,20.23
2016-09-06,Isiolo,3.44,21.28
2016-09-07,Isiolo,7.43,21.59
2016-09-08,Isiolo,3.94,24.07
2016-09-09,Isiolo,2.23,25.71
2016-09-10,Isiolo,6.04,22.27
2016-09-11,Isiolo,6.02,29.22
2016-09-12,Isiolo,5.14,25.26
2016-09-13,Isiolo,4.32,27.18
2016-09-14,Isiolo,7.79,23.6
2016-09-15,Isiolo,3.93,22.63
2016-09-16,Isiolo,6.49,25.1
2016-09-17,Isiolo,3.84,23.62
2016-09-18,Isiolo,6.3,26.66
2016-09-19,Isiolo,8.08,27.58
2016-09-20,Isiolo,6.35,19.88
2016-09-21,Isiolo,8.62,22.83
2016-09-22,Isiolo,4.69,27.1
2016-09-23,Isiolo,4.56,21.44
2016-09-24,Isiolo,4.52,27.09
2016-09-25,Isiolo,6.06,25.18
2016-09-26,Isiolo,6.39,26.49
2016-09-27,Isiolo,6.05,23.51
2016-09-28,Isiolo,4.85,22.58
2016-09-29,Isiolo,6.84,19.02
2016-09-30,Isiolo,4.71,27.4
2016-10-01,Isiolo,16.99,24.54
2015-01-01,Meru,3.94,25.59
2015-01-02,Meru,5.22,21.01
2015-01-03,Meru,1.98,25.17
2015-01-04,Meru,6.81,25.17
2015-01-05,Meru,0.9,21.12
2015-01-06,Meru,6.45,24.05
2015-01-07,Meru,5.06,23.15
2015-01-08,Meru,0.0,27.08
2015-01-09,Meru,2.72,27.42
2015-01-10,Meru,8.69,20.62
2015-01-11,Meru,3.51,22.19
2015-01-12,Meru,4.86,25.84
2015-01-13,Meru,6.63,20.28
2015-01-14,Meru,3.36,25.45
2015-01-15,Meru,6.08,22.08
2015-01-16,Meru,3.17,28.63
2015-01-17,Meru,8.62,25.24
2015-01-18,Meru,3.8,23.61
2015-01-19,Meru,7.71,26.13
2015-01-20,Meru,5.78,23.96
2015-01-21,Meru,5.4,26.97
2015-01-22,Meru,5.53,26.51
2015-01-23,Meru,3.15,23.51
2015-01-24,Meru,2.33,24.52
2015-01-25,Meru,7.97,18.95
2015-01-26,Meru,3.03,26.71
2015-01-27,Meru,6.11,31.85
2015-01-28,Meru,7.11,21.52
2015-01-29,Meru,6.63,26.09
2015-01-30,Meru,5.97,22.26
2015-01-31,Meru,5.52,23.38
2015-02-01,Meru,4.43,24.79
2015-02-02,Meru,8.09,22.3
2015-02-03,Meru,5.35,21.31
2015-02-04,Meru,2.75,19.2
2015-02-05,Meru,10.88,23.69
2015-02-06,Meru,2.27,28.59
2015-02-07,Meru,5.62,23.89
2015-02-08,Meru,2.41,18.39
2015-02-09,Meru,3.19,23.86
2015-02-10,Meru,2.91,24.09
2015-02-11,Meru,4.71,26.43
2015-02-12,Meru,1.85,23.92
2015-02-13,Meru,4.46,23.3
2015-02-14,Meru,4.64,26.38
2015-02-15,Meru,3.19,27.03
2015-02-16,Meru,5.27,26.6
2015-02-17,Meru,2.62,24.11
2015-02-18,Meru,6.03,22.74
2015-02-19,Meru,2.72,26.22
2015-02-20,Meru,5.71,23.98
2015-02-21,Meru,7.07,18.33
2015-02-22,Meru,5.78,18.03
2015-02-23,Meru,7.11,19.69
2015-02-24,Meru,6.63,30.39
2015-02-25,Meru,3.93,26.25
2015-02-26,Meru,3.57,24.88
2015-02-27,Meru,3.89,24.21
2015-02-28,Meru,6.22,24.52
2015-03-01,Meru,10.48,25.98
2015-03-02,Meru,21.64,24.99
2015-03-03,Meru,14.19,24.21
2015-03-04,Meru,24.31,26.21
2015-03-05,Meru,9.02,21.96
2015-03-06,Meru,19.08,24.12
2015-03-07,Meru,25.72,23.55
2015-03-08,Meru,9.66,22.66
2015-03-09,Meru,12.19,27.04
2015-03-10,Meru,6.71,27.92
2015-03-11,Meru,14.36,24.37
2015-03-12,Meru,12.73,18.94
2015-03-13,Meru,13.34,15.68
2015-03-14,Meru,14.96,20.94
2015-03-15,Meru,17.12,17.28
2015-03-16,Meru,12.53,28.27
2015-03-17,Meru,16.82,23.45
2015-03-18,Meru,8.63,22.72
2015-03-19,Meru,14.96,28.14
2015-03-20,Meru,15.17,18.15
2015-03-21,Meru,11.71,20.79
2015-03-22,Meru,12.72,24.29
2015-03-23,Meru,17.44,24.52
2015-03-24,Meru,9.05,22.0
2015-03-25,Meru,17.24,22.54
2015-03-26,Meru,4.63,22.85
2015-03-27,Meru,10.71,26.89
2015-03-28,Meru,13.67,22.98
2015-03-29,Meru,16.01,27.27
2015-03-30,Meru,21.06,29.94
2015-03-31,Meru,28.62,20.06
2015-04-01,Meru,21.99,24.02
2015-04-02,Meru,25.67,24.06
2015-04-03,Meru,16.01,26.69
2015-04-04,Meru,14.53,21.41
2015-04-05,Meru,5.71,25.32
2015-04-06,Meru,20.18,22.89
2015-04-07,Meru,17.94,23.49
2015-04-08,Meru,11.81,23.18
2015-04-09,Meru,10.29,28.02
2015-04-10,Meru,8.16,25.09
2015-04-11,Meru,15.1,22.88
2015-04-12,Meru,17.16,24.44
2015-04-13,Meru,11.24,20.93
2015-04-14,Meru,15.68,25.54
2015-04-15,Meru,15.92,21.77
2015-04-16,Meru,19.69,28.65
2015-04-17,Meru,8.7,24.59
2015-04-18,Meru,18.07,26.49
2015-04-19,Meru,27.29,18.71
2015-04-20,Meru,13.52,23.96
2015-04-21,Meru,11.43,26.97
2015-04-22,Meru,11.99,22.53
2015-04-23,Meru,15.97,20.79
2015-04-24,Meru,12.21,22.64
2015-04-25,Meru,24.29,26.42
2015-04-26,Meru,26.35,23.46
2015-04-27,Meru,25.7,24.51
2015-04-28,Meru,7.5,25.93
2015-04-29,Meru,14.96,27.31
2015-04-30,Meru,21.01,24.31
2015-05-01,Meru,13.79,20.49
2015-05-02,Meru,7.9,19.52
2015-05-03,Meru,21.06,25.57
2015-05-04,Meru,4.36,25.13
2015-05-05,Meru,12.21,19.13
2015-05-06,Meru,10.76,25.88
2015-05-07,Meru,10.24,22.22
2015-05-08,Meru,17.31,23.26
2015-05-09,Meru,14.14,24.37
2015-05-10,Meru,24.58,28.09
2015-05-11,Meru,15.21,24.96
2015-05-12,Meru,14.66,23.87
2015-05-13,Meru,15.93,26.63
2015-05-14,Meru,18.7,22.49
2015-05-15,Meru,26.85,19.99
2015-05-16,Meru,17.26,23.58
2015-05-17,Meru,22.41,24.16
2015-05-18,Meru,14.7,25.57
2015-05-19,Meru,18.2,26.64
2015-05-20,Meru,6.7,19.98
2015-05-21,Meru,23.26,27.8
2015-05-22,Meru,14.95,26.28
2015-05-23,Meru,15.23,21.02
2015-05-24,Meru,11.28,22.45
2015-05-25,Meru,9.14,24.16
2015-05-26,Meru,17.21,20.86
2015-05-27,Meru,14.19,23.78
2015-05-28,Meru,19.1,24.95
2015-05-29,Meru,20.35,21.02
2015-05-30,Meru,5.56,25.47
2015-05-31,Meru,18.25,30.66
2015-06-01,Meru,7.71,23.82
2015-06-02,Meru,7.81,27.04
2015-06-03,Meru,6.26,19.14
2015-06-04,Meru,7.11,23.79
2015-06-05,Meru,2.46,21.41
2015-06-06,Meru,3.24,23.19
2015-06-07,Meru,4.38,21.84
2015-06-08,Meru,6.76,19.76
2015-06-09,Meru,7.97,27.36
2015-06-10,Meru,4.13,20.4
2015-06-11,Meru,8.25,28.09
2015-06-12,Meru,4.66,23.98
2015-06-13,Meru,5.45,23.63
2015-06-14,Meru,7.32,28.69
2015-06-15,Meru,4.86,20.96
2015-06-16,Meru,2.64,21.13
2015-06-17,Meru,3.77,21.92
2015-06-18,Meru,3.74,18.98
2015-06-19,Meru,3.77,22.05
2015-06-20,Meru,1.94,26.33
2015-06-21,Meru,7.59,28.46
2015-06-22,Meru,7.21,16.67
2015-06-23,Meru,1.87,25.72
2015-06-24,Meru,3.02,24.54
2015-06-25,Meru,8.07,24.22
2015-06-26,Meru,5.37,24.0
2015-06-27,Meru,5.29,27.01
2015-06-28,Meru,0.0,28.16
2015-06-29,Meru,4.44,24.11
2015-06-30,Meru,3.78,20.77
2015-07-01,Meru,8.2,24.54
2015-07-02,Meru,2.17,19.81
2015-07-03,Meru,4.15,23.73
2015-07-04,Meru,5.96,23.85
2015-07-05,Meru,5.44,22.95
2015-07-06,Meru,3.58,25.76
2015-07-07,Meru,3.99,25.7
2015-07-08,Meru,6.11,25.6
2015-07-09,Meru,6.1,26.96
2015-07-10,Meru,5.46,17.5
2015-07-11,Meru,5.79,21.96
2015-07-12,Meru,2.52,20.25
2015-07-13,Meru,4.48,28.04
2015-07-14,Meru,4.33,19.36
2015-07-15,Meru,5.74,25.07
2015-07-16,Meru,4.32,26.13
2015-07-17,Meru,6.47,26.95
2015-07-18,Meru,4.24,23.88
2015-07-19,Meru,4.78,20.05
2015-07-20,Meru,4.38,23.59
2015-07-21,Meru,1.83,28.25
2015-07-22,Meru,1.13,23.25
2015-07-23,Meru,3.36,25.18
2015-07-24,Meru,4.0,23.66
2015-07-25,Meru,6.21,23.67
2015-07-26,Meru,4.79,20.21
2015-07-27,Meru,3.61,25.44
2015-07-28,Meru,2.19,28.36
2015-07-29,Meru,0.75,25.13
2015-07-30,Meru,9.01,26.12
2015-07-31,Meru,9.17,25.09
2015-08-01,Meru,7.12,26.35
2015-08-02,Meru,5.13,19.8
2015-08-03,Meru,5.6,22.34
2015-08-04,Meru,4.86,23.5
2015-08-05,Meru,7.25,28.11
2015-08-06,Meru,2.45,17.09
2015-08-07,Meru,7.2,28.05
2015-08-08,Meru,5.6,27.45
2015-08-09,Meru,8.2,31.04
2015-08-10,Meru,3.12,27.4
2015-08-11,Meru,0.92,16.37
2015-08-12,Meru,5.74,26.18
2015-08-13,Meru,4.51,19.86
2015-08-14,Meru,5.22,20.95
2015-08-15,Meru,6.11,23.32
2015-08-16,Meru,10.03,27.66
2015-08-17,Meru,2.6,24.77
2015-08-18,Meru,4.65,23.07
2015-08-19,Meru,0.69,23.8
2015-08-20,Meru,2.42,24.93
2015-08-21,Meru,2.56,21.15
2015-08-22,Meru,1.31,24.19
2015-08-23,Meru,9.99,22.83
2015-08-24,Meru,7.37,27.18
2015-08-25,Meru,4.8,24.6
2015-08-26,Meru,6.3,24.74
2015-08-27,Meru,8.17,25.75
2015-08-28,Meru,7.38,28.27
2015-08-29,Meru,5.3,29.03
2015-08-30,Meru,3.1,24.29
2015-08-31,Meru,6.37,19.32
2015-09-01,Meru,5.94,20.31
2015-09-02,Meru,4.73,25.41
2015-09-03,Meru,2.9,26.21
2015-09-04,Meru,0.84,21.26
2015-09-05,Meru,2.05,26.15
2015-09-06,Meru,6.81,23.59
2015-09-07,Meru,6.0,24.07
2015-09-08,Meru,1.7,23.38
2015-09-09,Meru,9.73,22.38
2015-09-10,Meru,3.84,22.56
2015-09-11,Meru,5.88,20.46
2015-09-12,Meru,7.76,22.24
2015-09-13,Meru,2.34,23.38
2015-09-14,Meru,7.33,23.57
2015-09-15,Meru,3.45,26.52
2015-09-16,Meru,6.21,22.57
2015-09-17,Meru,3.06,26.51
2015-09-18,Meru,6.62,21.27
2015-09-19,Meru,4.34,24.94
2015-09-20,Meru,1.44,26.51
2015-09-21,Meru,6.58,26.94
2015-09-22,Meru,6.92,28.04
2015-09-23,Meru,7.04,22.69
2015-09-24,Meru,1.73,19.33
2015-09-25,Meru,7.18,20.41
2015-09-26,Meru,1.83,20.13
2015-09-27,Meru,5.19,18.93
2015-09-28,Meru,10.29,22.25
2015-09-29,Meru,3.01,25.07
2015-09-30,Meru,5.36,23.44
2015-10-01,Meru,10.54,24.76
2015-10-02,Meru,6.3,23.47
2015-10-03,Meru,12.3,22.63
2015-10-04,Meru,12.04,25.06
2015-10-05,Meru,10.3,25.71
2015-10-06,Meru,10.47,27.01
2015-10-07,Meru,9.13,29.14
2015-10-08,Meru,11.79,16.96
2015-10-09,Meru,6.61,27.1
2015-10-10,Meru,16.84,21.52
2015-10-11,Meru,9.23,30.31
2015-10-12,Meru,12.17,24.31
2015-10-13,Meru,10.0,23.94
2015-10-14,Meru,11.08,22.93
2015-10-15,Meru,10.45,22.68
2015-10-16,Meru,10.91,23.86
2015-10-17,Meru,10.78,28.4
2015-10-18,Meru,9.22,23.08
2015-10-19,Meru,17.75,21.86
2015-10-20,Meru,15.54,22.47
2015-10-21,Meru,9.27,26.45
2015-10-22,Meru,7.05,20.18
2015-10-23,Meru,9.23,30.2
2015-10-24,Meru,13.71,25.0
2015-10-25,Meru,10.55,25.04
2015-10-26,Meru,5.77,29.05
2015-10-27,Meru,11.22,23.77
2015-10-28,Meru,5.57,23.32
2015-10-29,Meru,6.02,29.24
2015-10-30,Meru,12.67,22.81
2015-10-31,Meru,17.76,17.75
2015-11-01,Meru,9.86,21.93
2015-11-02,Meru,12.97,27.04
2015-11-03,Meru,10.98,26.07
2015-11-04,Meru,5.72,23.48
2015-11-05,Meru,10.97,26.37
2015-11-06,Meru,9.61,20.77
2015-11-07,Meru,7.57,26.1
2015-11-08,Meru,8.95,23.63
2015-11-09,Meru,5.14,27.33
2015-11-10,Meru,9.33,21.51
2015-11-11,Meru,11.92,24.08
2015-11-12,Meru,14.88,21.12
2015-11-13,Meru,15.21,22.36
2015-11-14,Meru,15.14,20.02
2015-11-15,Meru,8.3,26.45
2015-11-16,Meru,7.57,17.05
2015-11-17,Meru,15.09,19.89
2015-11-18,Meru,7.19,20.88
2015-11-19,Meru,11.95,20.97
2015-11-20,Meru,11.1,28.06
2015-11-21,Meru,6.42,21.25
2015-11-22,Meru,14.23,26.36
2015-11-23,Meru,8.22,23.59
2015-11-24,Meru,8.66,24.09
2015-11-25,Meru,14.8,26.6
2015-11-26,Meru,15.35,25.54
2015-11-27,Meru,13.3,22.29
2015-11-28,Meru,7.62,24.3
2015-11-29,Meru,11.23,27.91
2015-11-30,Meru,5.87,20.18
2015-12-01,Meru,4.97,27.04
2015-12-02,Meru,4.29,22.28
2015-12-03,Meru,3.85,22.73
2015-12-04,Meru,5.44,22.52
2015-12-05,Meru,3.76,27.24
2015-12-06,Meru,2.5,19.96
2015-12-07,Meru,1.78,23.89
2015-12-08,Meru,6.06,24.77
2015-12-09,Meru,8.26,24.21
2015-12-10,Meru,1.43,25.08
2015-12-11,Meru,2.87,24.62
2015-12-12,Meru,4.57,25.37
2015-12-13,Meru,4.26,24.68
2015-12-14,Meru,5.24,20.94
2015-12-15,Meru,4.93,22.61
2015-12-16,Meru,5.6,22.68
2015-12-17,Meru,6.59,20.23
2015-12-18,Meru,4.52,25.93
2015-12-19,Meru,3.14,27.96
2015-12-20,Meru,5.77,19.96
2015-12-21,Meru,6.14,22.89
2015-12-22,Meru,2.09,25.94
2015-12-23,Meru,6.51,23.95
2015-12-24,Meru,6.02,28.18
2015-12-25,Meru,4.55,19.93
2015-12-26,Meru,3.74,21.79
2015-12-27,Meru,4.12,22.11
2015-12-28,Meru,8.81,25.15
2015-12-29,Meru,7.4,26.13
2015-12-30,Meru,5.81,21.98
2015-12-31,Meru,6.47,21.25
2016-01-01,Meru,4.62,24.51
2016-01-02,Meru,5.56,23.13
2016-01-03,Meru,6.21,23.78
2016-01-04,Meru,0.78,18.41
2016-01-05,Meru,6.21,26.67
2016-01-06,Meru,3.84,29.09
2016-01-07,Meru,4.26,21.03
2016-01-08,Meru,3.36,28.85
2016-01-09,Meru,5.23,18.99
2016-01-10,Meru,7.19,20.57
2016-01-11,Meru,4.84,21.04
2016-01-12,Meru,3.92,27.19
2016-01-13,Meru,4.89,24.46
2016-01-14,Meru,2.54,22.71
2016-01-15,Meru,6.7,26.46
2016-01-16,Meru,0.59,21.05
2016-01-17,Meru,6.66,27.33
2016-01-18,Meru,3.85,28.18
2016-01-19,Meru,6.31,25.28
2016-01-20,Meru,1.38,27.43
2016-01-21,Meru,3.75,26.48
2016-01-22,Meru,4.32,19.96
2016-01-23,Meru,5.05,28.1
2016-01-24,Meru,5.31,22.25
2016-01-25,Meru,1.92,18.39
2016-01-26,Meru,4.55,17.95
2016-01-27,Meru,4.0,25.04
2016-01-28,Meru,3.85,24.9
2016-01-29,Meru,3.41,23.56
2016-01-30,Meru,7.16,25.98
2016-01-31,Meru,6.41,24.88
2016-02-01,Meru,5.89,22.65
2016-02-02,Meru,6.41,20.01
2016-02-03,Meru,6.98,30.82
2016-02-04,Meru,4.32,26.15
2016-02-05,Meru,6.49,23.38
2016-02-06,Meru,6.05,27.95
2016-02-07,Meru,7.75,27.76
2016-02-08,Meru,7.69,23.73
2016-02-09,Meru,6.77,23.31
2016-02-10,Meru,5.72,28.96
2016-02-11,Meru,4.41,23.53
2016-02-12,Meru,3.82,20.25
2016-02-13,Meru,6.15,24.57
2016-02-14,Meru,5.66,25.21
2016-02-15,Meru,6.48,27.47
2016-02-16,Meru,0.0,30.32
2016-02-17,Meru,5.13,19.18
2016-02-18,Meru,2.49,23.94
2016-02-19,Meru,5.17,22.44
2016-02-20,Meru,6.21,18.19
2016-02-21,Meru,7.19,29.07
2016-02-22,Meru,2.64,21.59
2016-02-23,Meru,4.86,23.67
2016-02-24,Meru,4.17,26.39
2016-02-25,Meru,5.14,29.34
2016-02-26,Meru,3.35,28.4
2016-02-27,Meru,3.59,25.08
2016-02-28,Meru,1.43,20.92
2016-02-29,Meru,4.1,21.7
2016-03-01,Meru,13.9,25.22
2016-03-02,Meru,23.34,23.63
2016-03-03,Meru,16.96,18.98
2016-03-04,Meru,15.97,26.09
2016-03-05,Meru,21.02,16.72
2016-03-06,Meru,5.02,18.42
2016-03-07,Meru,15.76,23.54
2016-03-08,Meru,4.06,18.48
2016-03-09,Meru,13.49,26.11
2016-03-10,Meru,20.04,26.0
2016-03-11,Meru,22.41,24.33
2016-03-12,Meru,15.57,25.71
2016-03-13,Meru,19.25,25.59
2016-03-14,Meru,12.68,24.92
2016-03-15,Meru,6.15,20.19
2016-03-16,Meru,5.77,25.28
2016-03-17,Meru,24.69,20.11
2016-03-18,Meru,15.29,27.27
2016-03-19,Meru,11.83,27.94
2016-03-20,Meru,21.6,26.27
2016-03-21,Meru,19.16,22.61
2016-03-22,Meru,9.05,23.87
2016-03-23,Meru,0.0,23.42
2016-03-24,Meru,18.26,26.52
2016-03-25,Meru,17.87,28.14
2016-03-26,Meru,14.0,27.6
2016-03-27,Meru,14.07,25.94
2016-03-28,Meru,14.23,24.75
2016-03-29,Meru,7.07,23.48
2016-03-30,Meru,14.93,25.07
2016-03-31,Meru,23.98,25.43
2016-04-01,Meru,14.32,25.66
2016-04-02,Meru,15.81,22.38
2016-04-03,Meru,26.64,22.13
2016-04-04,Meru,18.38,28.33
2016-04-05,Meru,12.89,25.16
2016-04-06,Meru,17.4,20.66
2016-04-07,Meru,22.43,24.02
2016-04-08,Meru,12.22,27.41
2016-04-09,Meru,25.09,27.18
2016-04-10,Meru,14.39,26.19
2016-04-11,Meru,9.76,22.05
2016-04-12,Meru,14.29,27.04
2016-04-13,Meru,13.84,17.75
2016-04-14,Meru,14.27,29.57
2016-04-15,Meru,15.23,19.25
2016-04-16,Meru,8.91,26.82
2016-04-17,Meru,19.71,20.91
2016-04-18,Meru,12.18,27.38
2016-04-19,Meru,6.66,22.52
2016-04-20,Meru,14.19,22.92
2016-04-21,Meru,11.58,20.41
2016-04-22,Meru,12.94,22.87
2016-04-23,Meru,7.89,24.9
2016-04-24,Meru,14.61,24.12
2016-04-25,Meru,22.79,28.25
2016-04-26,Meru,6.51,25.06
2016-04-27,Meru,7.09,26.43
2016-04-28,Meru,17.03,17.65
2016-04-29,Meru,10.37,20.73
2016-04-30,Meru,19.54,28.48
2016-05-01,Meru,15.65,23.68
2016-05-02,Meru,11.63,26.3
2016-05-03,Meru,18.85,23.57
2016-05-04,Meru,13.67,25.57
2016-05-05,Meru,7.82,25.34
2016-05-06,Meru,21.58,20.55
2016-05-07,Meru,12.93,26.54
2016-05-08,Meru,9.35,24.4
2016-05-09,Meru,15.09,22.53
2016-05-10,Meru,16.45,24.03
2016-05-11,Meru,17.67,24.28
2016-05-12,Meru,16.02,24.85
2016-05-13,Meru,2.08,21.44
2016-05-14,Meru,11.16,23.87
2016-05-15,Meru,20.87,25.14
2016-05-16,Meru,13.59,21.34
2016-05-17,Meru,22.62,28.2
2016-05-18,Meru,17.7,22.93
2016-05-19,Meru,11.31,23.79
2016-05-20,Meru,16.33,23.61
2016-05-21,Meru,20.13,24.15
2016-05-22,Meru,7.74,22.03
2016-05-23,Meru,19.37,26.69
2016-05-24,Meru,20.42,23.35
2016-05-25,Meru,10.75,24.41
2016-05-26,Meru,19.51,24.2
2016-05-27,Meru,11.51,25.81
2016-05-28,Meru,16.76,20.78
2016-05-29,Meru,10.73,27.94
2016-05-30,Meru,14.72,23.73
2016-05-31,Meru,20.86,21.4
2016-06-01,Meru,0.0,26.56
2016-06-02,Meru,8.01,27.54
2016-06-03,Meru,3.36,24.61
2016-06-04,Meru,4.39,25.5
2016-06-05,Meru,6.65,29.82
2016-06-06,Meru,5.68,21.1
2016-06-07,Meru,5.37,21.99
2016-06-08,Meru,7.01,21.27
2016-06-09,Meru,2.26,26.75
2016-06-10,Meru,4.35,25.37
2016-06-11,Meru,5.01,28.58
2016-06-12,Meru,6.75,28.1
2016-06-13,Meru,5.81,20.76
2016-06-14,Meru,4.49,25.56
2016-06-15,Meru,3.54,24.48
2016-06-16,Meru,7.1,21.72
2016-06-17,Meru,2.48,27.42
2016-06-18,Meru,4.46,23.75
2016-06-19,Meru,2.34,26.87
2016-06-20,Meru,8.01,23.02
2016-06-21,Meru,6.51,21.73
2016-06-22,Meru,5.55,20.14
2016-06-23,Meru,5.58,23.92
2016-06-24,Meru,1.89,24.96
2016-06-25,Meru,4.9,24.06
2016-06-26,Meru,4.49,17.13
2016-06-27,Meru,5.53,25.45
2016-06-28,Meru,11.87,21.23
2016-06-29,Meru,5.73,25.83
2016-06-30,Meru,7.28,24.2
2016-07-01,Meru,4.28,20.54
2016-07-02,Meru,7.28,23.86
2016-07-03,Meru,7.11,25.39
2016-07-04,Meru,4.75,24.2
2016-07-05,Meru,6.0,24.67
2016-07-06,Meru,7.5,18.36
2016-07-07,Meru,5.98,27.92
2016-07-08,Meru,5.66,25.19
2016-07-09,Meru,6.13,21.22
2016-07-10,Meru,5.73,24.06
2016-07-11,Meru,6.39,21.57
2016-07-12,Meru,0.0,28.98
2016-07-13,Meru,6.68,21.84
2016-07-14,Meru,8.69,21.02
2016-07-15,Meru,6.21,27.53
2016-07-16,Meru,5.94,23.47
2016-07-17,Meru,4.38,14.97
2016-07-18,Meru,5.55,21.61
2016-07-19,Meru,6.45,21.84
2016-07-20,Meru,4.55,21.92
2016-07-21,Meru,5.42,24.15
2016-07-22,Meru,3.0,27.39
2016-07-23,Meru,2.18,23.47
2016-07-24,Meru,7.16,24.77
